Details,Posting Date,Description,Amount,Category
DEBIT,06/21/2025,WHOLE FOODS MARKET,-67.97,Grocery
DEBIT,06/22/2025,AMAZON MKTPL*FA67H8C,-178.64,Shopping
DEBIT,06/22/2025,AMC THEATRES,-19.65,Entertainment
DEBIT,06/22/2025,LYFT,-20.09,Transport
DEBIT,06/22/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,06/23/2025,KAISER PERMANENTE,-140.82,Healthcare
DEBIT,06/24/2025,AMC THEATRES,-17.09,Entertainment
DEBIT,06/24/2025,CHIPOTLE 1845 SAN JOSE CA,-16.09,Dining
DEBIT,06/24/2025,Zelle payment to FRIEND 10,-39.72,Transfer
DEBIT,06/25/2025,CHIPOTLE 1845 SAN JOSE CA,-10.76,Dining
DEBIT,06/25/2025,TRADER JOE'S #123,-77.48,Grocery
CREDIT,06/25/2025,Online Transfer from SAV ...2205,1000,Transfer
DEBIT,06/26/2025,BEST BUY #000123,-278.06,Shopping
DEBIT,06/26/2025,DOORDASH INC CA,-38.17,Dining
DEBIT,06/26/2025,SAFEWAY #1831,-83.82,Grocery
DEBIT,06/27/2025,Amazon.com*8B0IP92E3,-45.69,Shopping
DEBIT,06/27/2025,UBER *EATS HELP.UBER.COM CA,-13.9,Dining
DEBIT,06/27/2025,Zelle payment to FRIEND 2,-58.11,Transfer
DEBIT,06/28/2025,CHICK-FIL-A #0456,-15.6,Dining
DEBIT,06/29/2025,TRADER JOE'S #123,-81.69,Grocery
DEBIT,06/29/2025,WHOLE FOODS MARKET,-43.46,Grocery
CREDIT,06/29/2025,Zelle payment from FRIEND 4,32.08,Transfer
DEBIT,06/30/2025,APPLE STORE PALO ALTO,-300.68,Shopping
DEBIT,06/30/2025,BART TICKET,-4.48,Transport
DEBIT,07/01/2025,ACH DEBIT GREYSTAR PROPERTY,-3000,Housing
DEBIT,07/01/2025,PANDA EXPRESS #221,-11.65,Dining
DEBIT,07/01/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,07/01/2025,WHOLE FOODS MARKET,-91.12,Grocery
DEBIT,07/02/2025,Amazon.com*8B0IP92E3,-29.75,Shopping
DEBIT,07/02/2025,OPENAI *CHATGPT,-20,Subscription
DEBIT,07/02/2025,TRADER JOE'S #123,-72.49,Grocery
DEBIT,07/02/2025,UBER *EATS HELP.UBER.COM CA,-19.77,Dining
DEBIT,07/04/2025,UBER *EATS HELP.UBER.COM CA,-25.14,Dining
DEBIT,07/05/2025,CHICK-FIL-A #0456,-11.06,Dining
DEBIT,07/05/2025,HILTON HOTELS,-271.85,Travel
DEBIT,07/05/2025,PG&E PAYMENT,-108.4,Utilities
DEBIT,07/05/2025,TARGET T-3051,-65.61,Shopping
DEBIT,07/05/2025,WHOLE FOODS MARKET,-30.08,Grocery
DEBIT,07/06/2025,CHIPOTLE 1845 SAN JOSE CA,-21.12,Dining
DEBIT,07/07/2025,BART TICKET,-4.08,Transport
DEBIT,07/07/2025,DOORDASH INC CA,-31.94,Dining
DEBIT,07/07/2025,PANDA EXPRESS #221,-14.73,Dining
DEBIT,07/07/2025,XFINITY INTERNET,-80,Utilities
DEBIT,07/07/2025,Zelle payment to FRIEND 1,-81.49,Transfer
DEBIT,07/08/2025,WL *STEAM PURCHASE,-26.95,Entertainment
DEBIT,07/10/2025,AT&T MOBILITY,-75,Utilities
DEBIT,07/11/2025,AMAZON MKTPL*KC8J13B,-52.31,Shopping
DEBIT,07/12/2025,H MART SAN JOSE,-86.76,Grocery
DEBIT,07/12/2025,STARBUCKS STORE 10726,-8.03,Dining
DEBIT,07/12/2025,WL *STEAM PURCHASE,-46.38,Entertainment
CREDIT,07/12/2025,UBER EATS REFUND,79.85,Dining
DEBIT,07/13/2025,BART TICKET,-4.9,Transport
DEBIT,07/13/2025,IN-N-OUT BURGER #52,-9.84,Dining
DEBIT,07/13/2025,Nintendo 800-2553700,-28.05,Entertainment
DEBIT,07/13/2025,WL *STEAM PURCHASE,-32.19,Entertainment
DEBIT,07/14/2025,CHICK-FIL-A #0456,-13.17,Dining
DEBIT,07/15/2025,GOOGLE ONE,-2.99,Subscription
DEBIT,07/16/2025,BEST BUY #000123,-159.3,Shopping
DEBIT,07/16/2025,UBER *EATS HELP.UBER.COM CA,-28.19,Dining
DEBIT,07/16/2025,WL *STEAM PURCHASE,-19.28,Entertainment
DEBIT,07/17/2025,Zelle payment to FRIEND 7,-44.27,Transfer
DEBIT,07/18/2025,PANDA EXPRESS #221,-14.9,Dining
DEBIT,07/18/2025,PANDA EXPRESS #221,-18.15,Dining
DEBIT,07/18/2025,TRADER JOE'S #123,-67.65,Grocery
DEBIT,07/19/2025,AMAZON MKTPL*FA67H8C,-146.91,Shopping
DEBIT,07/19/2025,SAFEWAY #1831,-105.73,Grocery
DEBIT,07/19/2025,TRADER JOE'S #123,-52.9,Grocery
DEBIT,07/20/2025,DOORDASH INC CA,-15.22,Dining
DEBIT,07/20/2025,H MART SAN JOSE,-74.01,Grocery
DEBIT,07/22/2025,CALTRAIN,-6.17,Transport
DEBIT,07/24/2025,DOORDASH INC CA,-20.89,Dining
DEBIT,07/24/2025,IN-N-OUT BURGER #52,-12.57,Dining
DEBIT,07/24/2025,TARGET T-2189,-16.95,Shopping
DEBIT,07/25/2025,CHICK-FIL-A #0456,-16.51,Dining
DEBIT,07/25/2025,IN-N-OUT BURGER #52,-17.1,Dining
DEBIT,07/25/2025,KAISER PERMANENTE,-47.28,Healthcare
CREDIT,07/25/2025,Online Transfer from SAV ...2205,1000,Transfer
CREDIT,07/25/2025,Zelle payment from FRIEND 5,33.38,Transfer
DEBIT,07/26/2025,STARBUCKS STORE 10726,-6.43,Dining
DEBIT,07/27/2025,AMC THEATRES,-16.97,Entertainment
DEBIT,07/27/2025,SHELL OIL,-58.03,Transport
DEBIT,07/27/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,07/28/2025,AMAZON MKTPL*FA67H8C,-54.9,Shopping
DEBIT,07/28/2025,SHELL OIL,-68.94,Transport
DEBIT,07/29/2025,DOORDASH INC CA,-40.01,Dining
DEBIT,07/29/2025,H MART SAN JOSE,-91.57,Grocery
DEBIT,07/30/2025,BEST BUY #000123,-53.93,Shopping
DEBIT,07/30/2025,IN-N-OUT BURGER #52,-12.79,Dining
DEBIT,07/30/2025,TARGET T-2189,-69.67,Shopping
DEBIT,07/31/2025,TARGET T-2189,-16.31,Shopping
DEBIT,07/31/2025,UBER *EATS HELP.UBER.COM CA,-18.98,Dining
DEBIT,07/31/2025,UBER *EATS HELP.UBER.COM CA,-28.75,Dining
DEBIT,08/01/2025,ACH DEBIT GREYSTAR PROPERTY,-3000,Housing
DEBIT,08/01/2025,LYFT,-26.92,Transport
DEBIT,08/02/2025,AMC THEATRES,-21.81,Entertainment
DEBIT,08/02/2025,DOORDASH INC CA,-34.34,Dining
DEBIT,08/02/2025,OPENAI *CHATGPT,-20,Subscription
DEBIT,08/02/2025,TRADER JOE'S #123,-77.02,Grocery
DEBIT,08/02/2025,WHOLE FOODS MARKET,-68.37,Grocery
DEBIT,08/03/2025,AMC THEATRES,-20.38,Entertainment
DEBIT,08/03/2025,IN-N-OUT BURGER #52,-13.16,Dining
DEBIT,08/03/2025,Zelle payment to FRIEND 9,-25.36,Transfer
DEBIT,08/04/2025,SAFEWAY #1831,-108.21,Grocery
DEBIT,08/04/2025,UBER *EATS HELP.UBER.COM CA,-36.26,Dining
DEBIT,08/05/2025,PG&E PAYMENT,-75.55,Utilities
DEBIT,08/06/2025,CHICK-FIL-A #0456,-15.3,Dining
DEBIT,08/06/2025,STARBUCKS STORE 12847,-7.45,Dining
DEBIT,08/06/2025,UBER *EATS HELP.UBER.COM CA,-13.37,Dining
DEBIT,08/07/2025,H MART SAN JOSE,-50.44,Grocery
DEBIT,08/07/2025,TRADER JOE'S #123,-47.05,Grocery
DEBIT,08/07/2025,XFINITY INTERNET,-80,Utilities
DEBIT,08/08/2025,AMAZON MKTPL*FA67H8C,-104.06,Shopping
DEBIT,08/08/2025,IN-N-OUT BURGER #52,-17.21,Dining
DEBIT,08/09/2025,COSTCO WHSE #0101,-85.25,Shopping
DEBIT,08/09/2025,IN-N-OUT BURGER #52,-9.04,Dining
DEBIT,08/09/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,08/09/2025,STARBUCKS STORE 10726,-9.05,Dining
DEBIT,08/10/2025,AT&T MOBILITY,-75,Utilities
DEBIT,08/10/2025,BEST BUY #000123,-143,Shopping
DEBIT,08/10/2025,H MART SAN JOSE,-119.68,Grocery
DEBIT,08/10/2025,SAFEWAY #1831,-46.93,Grocery
DEBIT,08/11/2025,KAISER PERMANENTE,-163.56,Healthcare
DEBIT,08/12/2025,COSTCO MEMBERSHIP,-65,Subscription
DEBIT,08/12/2025,PANDA EXPRESS #221,-17.31,Dining
DEBIT,08/13/2025,CHICK-FIL-A #0456,-14.32,Dining
DEBIT,08/15/2025,GOOGLE ONE,-2.99,Subscription
DEBIT,08/16/2025,AIRBNB,-345.56,Travel
DEBIT,08/16/2025,CHICK-FIL-A #0456,-13.42,Dining
DEBIT,08/16/2025,H MART SAN JOSE,-58.32,Grocery
DEBIT,08/16/2025,UBER *TRIP SAN JOSE,-13.78,Transport
DEBIT,08/17/2025,H MART SAN JOSE,-58.87,Grocery
DEBIT,08/17/2025,Nintendo 800-2553700,-24.6,Entertainment
DEBIT,08/18/2025,DOORDASH INC CA,-35.16,Dining
DEBIT,08/18/2025,H MART SAN JOSE,-119.16,Grocery
DEBIT,08/19/2025,COSTCO WHSE #0101,-163.72,Shopping
DEBIT,08/19/2025,PANDA EXPRESS #221,-17.57,Dining
DEBIT,08/19/2025,STARBUCKS STORE 10726,-6.73,Dining
DEBIT,08/20/2025,CHIPOTLE 1845 SAN JOSE CA,-20.04,Dining
DEBIT,08/20/2025,NIKE.COM,-101.84,Shopping
DEBIT,08/21/2025,APPLE STORE PALO ALTO,-346.61,Shopping
DEBIT,08/21/2025,CHEVRON,-46.82,Transport
DEBIT,08/21/2025,H MART SAN JOSE,-61.4,Grocery
DEBIT,08/23/2025,KAISER PERMANENTE,-85.38,Healthcare
DEBIT,08/23/2025,STARBUCKS STORE 10726,-7.93,Dining
DEBIT,08/23/2025,WL *STEAM PURCHASE,-53.51,Entertainment
DEBIT,08/24/2025,STARBUCKS STORE 10726,-8.53,Dining
DEBIT,08/24/2025,TRADER JOE'S #123,-82.35,Grocery
CREDIT,08/25/2025,Online Transfer from SAV ...2205,1000,Transfer
DEBIT,08/26/2025,H MART SAN JOSE,-118.72,Grocery
DEBIT,08/26/2025,STARBUCKS STORE 12847,-5.9,Dining
DEBIT,08/26/2025,UBER *EATS HELP.UBER.COM CA,-36.51,Dining
DEBIT,08/29/2025,IN-N-OUT BURGER #52,-14.79,Dining
DEBIT,08/30/2025,KAISER PERMANENTE,-99.79,Healthcare
DEBIT,08/30/2025,Nintendo 800-2553700,-35.42,Entertainment
DEBIT,08/30/2025,SAFEWAY #1831,-60.85,Grocery
DEBIT,08/30/2025,TARGET T-3051,-107.24,Shopping
DEBIT,08/31/2025,APPLE STORE PALO ALTO,-31.33,Shopping
DEBIT,08/31/2025,WL *STEAM PURCHASE,-36.07,Entertainment
DEBIT,09/01/2025,ACH DEBIT GREYSTAR PROPERTY,-3000,Housing
DEBIT,09/01/2025,DOORDASH INC CA,-28.87,Dining
DEBIT,09/01/2025,WL *STEAM PURCHASE,-23.12,Entertainment
DEBIT,09/02/2025,AMZN.COM/BILL WA,-30.24,Shopping
DEBIT,09/02/2025,H MART SAN JOSE,-45.14,Grocery
DEBIT,09/02/2025,OPENAI *CHATGPT,-20,Subscription
DEBIT,09/03/2025,IN-N-OUT BURGER #52,-16.92,Dining
DEBIT,09/03/2025,PANDA EXPRESS #221,-16.75,Dining
DEBIT,09/05/2025,BART TICKET,-7.72,Transport
DEBIT,09/05/2025,DOORDASH INC CA,-38.37,Dining
DEBIT,09/05/2025,PG&E PAYMENT,-97.91,Utilities
DEBIT,09/06/2025,BEST BUY #000123,-260.94,Shopping
DEBIT,09/06/2025,DOORDASH INC CA,-22.94,Dining
DEBIT,09/06/2025,IN-N-OUT BURGER #52,-16.45,Dining
DEBIT,09/06/2025,STARBUCKS STORE 10726,-9.33,Dining
DEBIT,09/07/2025,IN-N-OUT BURGER #52,-12.54,Dining
DEBIT,09/07/2025,XFINITY INTERNET,-80,Utilities
DEBIT,09/08/2025,WHOLE FOODS MARKET,-96.49,Grocery
DEBIT,09/08/2025,WHOLE FOODS MARKET,-67.81,Grocery
DEBIT,09/09/2025,AMAZON MKTPL*FA67H8C,-114.65,Shopping
DEBIT,09/09/2025,CHIPOTLE 1845 SAN JOSE CA,-14.18,Dining
DEBIT,09/09/2025,DMV CA RENEWAL,-48,Transport
DEBIT,09/09/2025,SAFEWAY #1831,-107.37,Grocery
DEBIT,09/10/2025,AMAZON MKTPL*KC8J13B,-31.86,Shopping
DEBIT,09/10/2025,AT&T MOBILITY,-75,Utilities
DEBIT,09/10/2025,DOORDASH INC CA,-32.74,Dining
DEBIT,09/10/2025,UNITED AIRLINES,-247.1,Travel
DEBIT,09/11/2025,DOORDASH INC CA,-27.09,Dining
DEBIT,09/12/2025,STARBUCKS STORE 10726,-4.71,Dining
DEBIT,09/12/2025,WHOLE FOODS MARKET,-61.48,Grocery
DEBIT,09/12/2025,WHOLE FOODS MARKET,-96.65,Grocery
DEBIT,09/13/2025,AMAZON MKTPL*KC8J13B,-150.13,Shopping
DEBIT,09/13/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,09/13/2025,STARBUCKS STORE 12847,-6.5,Dining
DEBIT,09/13/2025,Zelle payment to FRIEND 1,-84.35,Transfer
DEBIT,09/14/2025,CALTRAIN,-7.26,Transport
DEBIT,09/14/2025,H MART SAN JOSE,-120.51,Grocery
DEBIT,09/14/2025,STARBUCKS STORE 10726,-9.03,Dining
DEBIT,09/14/2025,WALGREENS,-23.69,Healthcare
DEBIT,09/15/2025,GOOGLE ONE,-2.99,Subscription
DEBIT,09/15/2025,NIKE.COM,-95.38,Shopping
DEBIT,09/16/2025,IN-N-OUT BURGER #52,-12.79,Dining
DEBIT,09/16/2025,TRADER JOE'S #123,-40.79,Grocery
DEBIT,09/16/2025,WALGREENS,-25.41,Healthcare
DEBIT,09/17/2025,AMZN.COM/BILL WA,-44.07,Shopping
DEBIT,09/17/2025,APPLE STORE PALO ALTO,-387.45,Shopping
DEBIT,09/17/2025,TRADER JOE'S #123,-61.54,Grocery
CREDIT,09/17/2025,TARGET RETURN,28.28,Shopping
DEBIT,09/18/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,09/18/2025,STARBUCKS STORE 12847,-8.92,Dining
DEBIT,09/18/2025,WALGREENS,-39.64,Healthcare
DEBIT,09/20/2025,AMAZON MKTPL*KC8J13B,-75.72,Shopping
DEBIT,09/21/2025,SHELL OIL,-54.35,Transport
DEBIT,09/22/2025,STARBUCKS STORE 12847,-5.54,Dining
DEBIT,09/23/2025,SAFEWAY #1831,-31.4,Grocery
DEBIT,09/23/2025,WHOLE FOODS MARKET,-97.71,Grocery
DEBIT,09/23/2025,WL *STEAM PURCHASE,-42.89,Entertainment
DEBIT,09/24/2025,APPLE STORE PALO ALTO,-320.49,Shopping
DEBIT,09/25/2025,AMAZON MKTPL*KC8J13B,-89.49,Shopping
DEBIT,09/25/2025,WHOLE FOODS MARKET,-110.42,Grocery
CREDIT,09/25/2025,Online Transfer from SAV ...2205,1000,Transfer
DEBIT,09/26/2025,WALGREENS,-13.08,Healthcare
DEBIT,09/27/2025,TRADER JOE'S #123,-47.14,Grocery
DEBIT,09/27/2025,UBER *EATS HELP.UBER.COM CA,-14.78,Dining
DEBIT,09/28/2025,TRADER JOE'S #123,-34.22,Grocery
DEBIT,09/28/2025,UBER *EATS HELP.UBER.COM CA,-18.98,Dining
DEBIT,09/29/2025,BART TICKET,-3.82,Transport
DEBIT,09/29/2025,CHICK-FIL-A #0456,-12.09,Dining
DEBIT,09/29/2025,WL *STEAM PURCHASE,-45.22,Entertainment
DEBIT,09/30/2025,CHIPOTLE 1845 SAN JOSE CA,-17.11,Dining
DEBIT,09/30/2025,NIKE.COM,-121.19,Shopping
DEBIT,09/30/2025,STARBUCKS STORE 10726,-7.51,Dining
DEBIT,10/01/2025,ACH DEBIT GREYSTAR PROPERTY,-3000,Housing
DEBIT,10/01/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,10/01/2025,TRADER JOE'S #123,-61.3,Grocery
CREDIT,10/01/2025,AMAZON REFUND,71.16,Shopping
DEBIT,10/02/2025,BEST BUY #000123,-272.09,Shopping
DEBIT,10/02/2025,H MART SAN JOSE,-74.37,Grocery
DEBIT,10/02/2025,OPENAI *CHATGPT,-20,Subscription
DEBIT,10/02/2025,WL *STEAM PURCHASE,-29.95,Entertainment
CREDIT,10/03/2025,Zelle payment from FRIEND 8,34.48,Transfer
DEBIT,10/04/2025,KAISER PERMANENTE,-76.05,Healthcare
DEBIT,10/05/2025,PG&E PAYMENT,-106.01,Utilities
DEBIT,10/05/2025,STARBUCKS STORE 10726,-9.29,Dining
DEBIT,10/05/2025,TRADER JOE'S #123,-65.76,Grocery
DEBIT,10/06/2025,AMAZON MKTPL*KC8J13B,-150.39,Shopping
DEBIT,10/06/2025,DOORDASH INC CA,-19.6,Dining
DEBIT,10/07/2025,AMZN.COM/BILL WA,-55.29,Shopping
DEBIT,10/07/2025,WHOLE FOODS MARKET,-92.94,Grocery
DEBIT,10/07/2025,XFINITY INTERNET,-80,Utilities
DEBIT,10/10/2025,AMC THEATRES,-16.18,Entertainment
DEBIT,10/10/2025,AT&T MOBILITY,-75,Utilities
DEBIT,10/10/2025,BEST BUY #000123,-330.15,Shopping
DEBIT,10/11/2025,AIRBNB,-354.45,Travel
DEBIT,10/11/2025,BEST BUY #000123,-112.88,Shopping
DEBIT,10/11/2025,CALTRAIN,-9.51,Transport
DEBIT,10/11/2025,CHEVRON,-69.51,Transport
DEBIT,10/12/2025,CALTRAIN,-7.05,Transport
DEBIT,10/12/2025,CHICK-FIL-A #0456,-12.03,Dining
DEBIT,10/12/2025,CHIPOTLE 1845 SAN JOSE CA,-19.07,Dining
DEBIT,10/13/2025,CHIPOTLE 1845 SAN JOSE CA,-20.6,Dining
DEBIT,10/15/2025,APPLE STORE PALO ALTO,-153.59,Shopping
DEBIT,10/15/2025,GOOGLE ONE,-2.99,Subscription
DEBIT,10/15/2025,HILTON HOTELS,-250.25,Travel
DEBIT,10/15/2025,PANDA EXPRESS #221,-18.08,Dining
DEBIT,10/16/2025,CHEVRON,-65.96,Transport
DEBIT,10/16/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,10/16/2025,UBER *EATS HELP.UBER.COM CA,-19.99,Dining
DEBIT,10/18/2025,CHICK-FIL-A #0456,-17.34,Dining
DEBIT,10/18/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,10/18/2025,UBER *EATS HELP.UBER.COM CA,-36.68,Dining
DEBIT,10/19/2025,CHICK-FIL-A #0456,-14.93,Dining
DEBIT,10/19/2025,COSTCO WHSE #0101,-230.44,Shopping
DEBIT,10/19/2025,Nintendo 800-2553700,-27.12,Entertainment
DEBIT,10/19/2025,STARBUCKS STORE 10726,-4.59,Dining
DEBIT,10/21/2025,APPLE STORE PALO ALTO,-128.47,Shopping
DEBIT,10/23/2025,AMC THEATRES,-21.19,Entertainment
DEBIT,10/23/2025,SAFEWAY #1831,-83.36,Grocery
DEBIT,10/24/2025,Nintendo 800-2553700,-28.43,Entertainment
DEBIT,10/25/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,10/25/2025,STARBUCKS STORE 10726,-5.77,Dining
CREDIT,10/25/2025,Online Transfer from SAV ...2205,1000,Transfer
DEBIT,10/26/2025,APPLE STORE PALO ALTO,-116.84,Shopping
DEBIT,10/26/2025,BEST BUY #000123,-54.99,Shopping
DEBIT,10/26/2025,DOORDASH INC CA,-23.86,Dining
DEBIT,10/27/2025,AMC THEATRES,-17.28,Entertainment
DEBIT,10/30/2025,AMZN.COM/BILL WA,-25.51,Shopping
DEBIT,11/01/2025,ACH DEBIT GREYSTAR PROPERTY,-3000,Housing
DEBIT,11/01/2025,STARBUCKS STORE 10726,-5,Dining
DEBIT,11/02/2025,NIKE.COM,-177.11,Shopping
DEBIT,11/02/2025,OPENAI *CHATGPT,-20,Subscription
DEBIT,11/02/2025,SAFEWAY #1831,-96.56,Grocery
DEBIT,11/02/2025,TARGET T-2189,-22.3,Shopping
DEBIT,11/03/2025,CHICK-FIL-A #0456,-17.49,Dining
DEBIT,11/03/2025,CHICK-FIL-A #0456,-13.93,Dining
DEBIT,11/03/2025,IN-N-OUT BURGER #52,-12.96,Dining
DEBIT,11/04/2025,CHIPOTLE 1845 SAN JOSE CA,-18.02,Dining
DEBIT,11/04/2025,DOORDASH INC CA,-29.9,Dining
DEBIT,11/04/2025,IN-N-OUT BURGER #52,-17,Dining
DEBIT,11/05/2025,PANDA EXPRESS #221,-14.79,Dining
DEBIT,11/05/2025,PG&E PAYMENT,-109.21,Utilities
DEBIT,11/05/2025,TRADER JOE'S #123,-84.52,Grocery
DEBIT,11/05/2025,WL *STEAM PURCHASE,-41.06,Entertainment
DEBIT,11/05/2025,Zelle payment to FRIEND 2,-27.58,Transfer
DEBIT,11/06/2025,TRADER JOE'S #123,-37.88,Grocery
DEBIT,11/07/2025,DOORDASH INC CA,-34.67,Dining
DEBIT,11/07/2025,XFINITY INTERNET,-80,Utilities
DEBIT,11/08/2025,CHICK-FIL-A #0456,-11.34,Dining
DEBIT,11/08/2025,Nintendo 800-2553700,-32.24,Entertainment
DEBIT,11/08/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,11/08/2025,UNITED AIRLINES,-645.69,Travel
DEBIT,11/09/2025,DOORDASH INC CA,-26.65,Dining
DEBIT,11/09/2025,IN-N-OUT BURGER #52,-11.99,Dining
DEBIT,11/09/2025,KAISER PERMANENTE,-102.66,Healthcare
DEBIT,11/09/2025,TRADER JOE'S #123,-50.86,Grocery
DEBIT,11/10/2025,AT&T MOBILITY,-75,Utilities
DEBIT,11/10/2025,H MART SAN JOSE,-114.58,Grocery
DEBIT,11/10/2025,PANDA EXPRESS #221,-16.37,Dining
DEBIT,11/10/2025,TARGET T-2189,-54.5,Shopping
DEBIT,11/11/2025,AMAZON MKTPL*FA67H8C,-138.45,Shopping
DEBIT,11/13/2025,CHIPOTLE 1845 SAN JOSE CA,-21.54,Dining
DEBIT,11/14/2025,CHIPOTLE 1845 SAN JOSE CA,-16.62,Dining
DEBIT,11/14/2025,COSTCO WHSE #0101,-124.9,Shopping
DEBIT,11/15/2025,Amazon.com*8B0IP92E3,-17.36,Shopping
DEBIT,11/15/2025,GOOGLE ONE,-2.99,Subscription
DEBIT,11/16/2025,UBER *TRIP SAN JOSE,-38.12,Transport
DEBIT,11/17/2025,CHIPOTLE 1845 SAN JOSE CA,-18.49,Dining
DEBIT,11/17/2025,PANDA EXPRESS #221,-18.52,Dining
DEBIT,11/17/2025,WL *STEAM PURCHASE,-34.53,Entertainment
DEBIT,11/18/2025,CHIPOTLE 1845 SAN JOSE CA,-16.85,Dining
DEBIT,11/19/2025,BEST BUY #000123,-318.47,Shopping
DEBIT,11/19/2025,PANDA EXPRESS #221,-11.41,Dining
DEBIT,11/19/2025,SPOTIFY USA,-11.99,Entertainment
CREDIT,11/19/2025,Zelle payment from FRIEND 2,15.3,Transfer
DEBIT,11/20/2025,CHIPOTLE 1845 SAN JOSE CA,-13.37,Dining
DEBIT,11/20/2025,UBER *EATS HELP.UBER.COM CA,-24.41,Dining
DEBIT,11/22/2025,H MART SAN JOSE,-114.07,Grocery
DEBIT,11/22/2025,SAFEWAY #1831,-88.68,Grocery
DEBIT,11/23/2025,KAISER PERMANENTE,-137.38,Healthcare
DEBIT,11/23/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,11/23/2025,UBER *EATS HELP.UBER.COM CA,-19.83,Dining
DEBIT,11/24/2025,APPLE STORE PALO ALTO,-434.95,Shopping
DEBIT,11/24/2025,Amazon.com*8B0IP92E3,-48.95,Shopping
DEBIT,11/24/2025,Nintendo 800-2553700,-45.38,Entertainment
DEBIT,11/24/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,11/25/2025,AMZN.COM/BILL WA,-40.47,Shopping
DEBIT,11/25/2025,Amazon.com*8B0IP92E3,-75.89,Shopping
DEBIT,11/25/2025,COSTCO WHSE #0101,-247.12,Shopping
DEBIT,11/25/2025,IN-N-OUT BURGER #52,-17.99,Dining
DEBIT,11/25/2025,TRADER JOE'S #123,-65.75,Grocery
CREDIT,11/25/2025,Online Transfer from SAV ...2205,1000,Transfer
DEBIT,11/26/2025,AMAZON MKTPL*FA67H8C,-129.78,Shopping
DEBIT,11/26/2025,AMZN.COM/BILL WA,-21.17,Shopping
DEBIT,11/26/2025,Amazon.com*8B0IP92E3,-106.98,Shopping
DEBIT,11/26/2025,STARBUCKS STORE 12847,-5.63,Dining
DEBIT,11/26/2025,TARGET T-3051,-59.89,Shopping
DEBIT,11/27/2025,AMAZON MKTPL*FA67H8C,-31.65,Shopping
DEBIT,11/27/2025,BEST BUY #000123,-213.01,Shopping
DEBIT,11/27/2025,PANDA EXPRESS #221,-12.58,Dining
DEBIT,11/27/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,11/28/2025,AMZN.COM/BILL WA,-7.66,Shopping
DEBIT,11/28/2025,COSTCO WHSE #0101,-221.73,Shopping
DEBIT,11/28/2025,Nintendo 800-2553700,-44.62,Entertainment
DEBIT,11/28/2025,SAFEWAY #1831,-32.78,Grocery
DEBIT,11/29/2025,AMAZON MKTPL*FA67H8C,-131.38,Shopping
DEBIT,11/29/2025,AMAZON MKTPL*KC8J13B,-52.93,Shopping
DEBIT,11/29/2025,APPLE STORE PALO ALTO,-338.47,Shopping
DEBIT,11/29/2025,CHICK-FIL-A #0456,-11.81,Dining
DEBIT,11/29/2025,NIKE.COM,-48.77,Shopping
DEBIT,11/29/2025,NIKE.COM,-132.58,Shopping
DEBIT,11/30/2025,COSTCO WHSE #0101,-183.83,Shopping
DEBIT,11/30/2025,TARGET T-3051,-110.52,Shopping
DEBIT,11/30/2025,TARGET T-3051,-104.88,Shopping
DEBIT,12/01/2025,ACH DEBIT GREYSTAR PROPERTY,-3000,Housing
DEBIT,12/01/2025,AMAZON MKTPL*KC8J13B,-207.75,Shopping
DEBIT,12/01/2025,AMZN.COM/BILL WA,-10.86,Shopping
DEBIT,12/01/2025,Amazon.com*8B0IP92E3,-95.89,Shopping
DEBIT,12/01/2025,CHICK-FIL-A #0456,-16.63,Dining
DEBIT,12/02/2025,AMAZON MKTPL*KC8J13B,-130.35,Shopping
DEBIT,12/02/2025,APPLE STORE PALO ALTO,-72.31,Shopping
DEBIT,12/02/2025,CVS PHARMACY,-40.15,Healthcare
DEBIT,12/02/2025,HILTON HOTELS,-199.07,Travel
DEBIT,12/02/2025,OPENAI *CHATGPT,-20,Subscription
DEBIT,12/02/2025,PANDA EXPRESS #221,-12.28,Dining
DEBIT,12/03/2025,CHIPOTLE 1845 SAN JOSE CA,-18.33,Dining
DEBIT,12/03/2025,UBER *EATS HELP.UBER.COM CA,-21.52,Dining
DEBIT,12/04/2025,CALTRAIN,-7.49,Transport
DEBIT,12/04/2025,DOORDASH INC CA,-35.21,Dining
DEBIT,12/05/2025,NIKE.COM,-39.94,Shopping
DEBIT,12/05/2025,PG&E PAYMENT,-100.8,Utilities
DEBIT,12/05/2025,SAFEWAY #1831,-109.07,Grocery
DEBIT,12/05/2025,SAFEWAY #1831,-21.17,Grocery
DEBIT,12/05/2025,TRADER JOE'S #123,-70.54,Grocery
