Details,Posting Date,Description,Amount,Category
DEBIT,03/03/2025,SQ *HILTON HOTELS INC,-846.02,Travel
DEBIT,03/03/2025,safeway,-21.45,Grocery
DEBIT,03/03/2025,UBER TRIP BERKELEY CA,-19.24,Transport
DEBIT,03/03/2025,POS DEBIT VERIZON WIRELESS SAN FRANCISCO CA,-103.41,Utilities
DEBIT,03/03/2025,NYTIMES DIGITAL,-19.83,Subscription
DEBIT,03/03/2025,GRUBHUB STORE 69103,-55.51,Dining
DEBIT,03/03/2025,AT&T WIRELESS,-40.21,Utilities
DEBIT,03/03/2025,EQUITY RESIDENTIAL RENT,-2625.08,Housing
DEBIT,03/03/2025,SAFEWAY,-79.64,Grocery
DEBIT,03/03/2025,NETFLIX INC,-5.89,Subscription
DEBIT,03/03/2025,PY *CHIPOTLE LLC,-6.09,Dining
DEBIT,03/04/2025,AMAZON PRIME MEMBERSHIP,-6.78,Subscription
DEBIT,03/04/2025,PY *MOLLIE STONES MARKET,-21.89,Grocery
DEBIT,03/04/2025,WAYFAIR HOME.COM,-139.37,Shopping
DEBIT,03/04/2025,TAQUERIA EL SOL #30181,-9.90,Dining
DEBIT,03/04/2025,PY *ADOBE CREATIVE STORE 87142,-8.02,Subscription
DEBIT,03/05/2025,ONE MEDICAL CLINIC LLC,-25.23,Healthcare
DEBIT,03/05/2025,CKCD DISNEY PLUS,-5.00,Subscription
DEBIT,03/05/2025,SPOTIFY INC,-12.13,Subscription
DEBIT,03/05/2025,SQ *BLUE BOTTLE COFFEE BERKELEY CA,-22.39,Dining
DEBIT,03/05/2025,HULU STORE 76448,-24.25,Subscription
DEBIT,03/05/2025,TST* LYFT RIDE,-35.01,Transport
DEBIT,03/05/2025,openai chatgpt,-15.64,Subscription
DEBIT,03/05/2025,GREEN VALLEY GROCERY STORE 1625,-136.39,Grocery
DEBIT,03/05/2025,RECOLOGY WASTE #14013,-143.36,Utilities
DEBIT,03/06/2025,SQ *BLUE BOTTLE COFFEE.COM,-5.72,Dining
DEBIT,03/06/2025,SQ *NIKE,-126.36,Shopping
DEBIT,03/06/2025,76 GAS STATION INC,-84.75,Transport
DEBIT,03/06/2025,TST* H MART,-84.88,Grocery
DEBIT,03/06/2025,TOPGOLF LLC,-76.22,Entertainment
DEBIT,03/06/2025,PG&E PAYMENT #96717,-153.83,Utilities
DEBIT,03/06/2025,PY *ICLOUD STORAGE STORE 50360,-18.82,Subscription
DEBIT,03/06/2025,OLD NAVY,-137.49,Shopping
DEBIT,03/07/2025,OLD NAVY STORE 25143,-28.65,Shopping
DEBIT,03/07/2025,T-MOBILE WIRELESS STORE 94848,-163.96,Utilities
DEBIT,03/07/2025,TST* GREEN VALLEY GROCERY,-79.05,Grocery
DEBIT,03/07/2025,CVS PHARMACY,-303.14,Healthcare
DEBIT,03/08/2025,TONY'S PIZZA #50183,-5.01,Dining
DEBIT,03/08/2025,PY *UBER EATS LLC,-29.69,Dining
DEBIT,03/08/2025,STUBHUB TICKETS,-18.68,Entertainment
DEBIT,03/08/2025,POS DEBIT NINTENDO,-23.65,Entertainment
DEBIT,03/08/2025,RAMEN HOUSE OAKLAND CA,-37.45,Dining
DEBIT,03/09/2025,RAMEN HOUSE SUNNYVALE CA,-44.41,Dining
DEBIT,03/09/2025,SUSHI HOUSE STORE 572,-37.66,Dining
DEBIT,03/09/2025,DAVE AND BUSTERS STORE 30100,-22.55,Entertainment
DEBIT,03/09/2025,CKCD AC TRANSIT FREMONT CA,-77.63,Transport
DEBIT,03/09/2025,SPPLUS PARKING STORE 1996,-60.32,Transport
DEBIT,03/09/2025,POS DEBIT MOLLIE STONES MARKET.COM,-77.31,Grocery
DEBIT,03/09/2025,PY *SUSHI HOUSE SAN JOSE CA,-27.12,Dining
DEBIT,03/10/2025,VERVE COFFEE STORE 10080,-16.15,Dining
DEBIT,03/10/2025,ROUND TABLE PIZZA,-5.33,Dining
DEBIT,03/10/2025,76 GAS STATION,-22.19,Transport
DEBIT,03/11/2025,GRUBHUB,-9.32,Dining
DEBIT,03/11/2025,SAFEWAY INC,-20.87,Grocery
DEBIT,03/11/2025,STEAM GAMES LLC,-29.04,Entertainment
DEBIT,03/11/2025,SUSHI HOUSE FREMONT CA,-5.01,Dining
DEBIT,03/11/2025,WALGREENS PHARMACY.COM,-379.73,Healthcare
DEBIT,03/11/2025,IN-N-OUT BURGER INC,-10.87,Dining
DEBIT,03/12/2025,UNITED AIRLINES #34964,-945.33,Travel
DEBIT,03/12/2025,CKCD REI OUTDOOR LLC,-48.29,Shopping
DEBIT,03/12/2025,STUBHUB TICKETS #62888,-47.95,Entertainment
DEBIT,03/12/2025,MACYS LLC,-175.38,Shopping
DEBIT,03/13/2025,GROCERY OUTLET LLC,-139.90,Grocery
DEBIT,03/13/2025,SQ *BERKELEY BOWL MARKET #97930,-23.38,Grocery
DEBIT,03/13/2025,CASH APP,-105.50,Transfer
DEBIT,03/13/2025,SEPHORA BEAUTY INC,-412.93,Shopping
DEBIT,03/13/2025,PLAYSTATION STORE,-10.25,Entertainment
DEBIT,03/14/2025,BLUE BOTTLE COFFEE OAKLAND CA,-31.75,Dining
DEBIT,03/14/2025,smart final foods.com,-129.39,Grocery
DEBIT,03/14/2025,ARCO GAS STORE 8334,-31.91,Transport
DEBIT,03/14/2025,AMAZON,-100.89,Shopping
DEBIT,03/14/2025,H MART,-49.92,Grocery
DEBIT,03/14/2025,PY *UNIQLO STORE 55664,-17.15,Shopping
DEBIT,03/14/2025,REGAL CINEMAS #40366,-11.49,Entertainment
DEBIT,03/14/2025,BEST BUY INC,-334.54,Shopping
DEBIT,03/14/2025,WHOLE FOODS MARKET,-190.26,Grocery
DEBIT,03/15/2025,GRUBHUB LLC,-47.84,Dining
DEBIT,03/15/2025,PY *IN-N-OUT BURGER,-9.90,Dining
DEBIT,03/15/2025,SAFEWAY LLC,-143.26,Grocery
DEBIT,03/15/2025,CORNER CAFE #27040,-44.72,Dining
DEBIT,03/15/2025,UBER TRIP,-38.68,Transport
DEBIT,03/15/2025,VALVOLINE OIL #68075,-30.53,Transport
DEBIT,03/15/2025,PY *HOME DEPOT,-254.44,Shopping
DEBIT,03/15/2025,CKCD PARKING METER LLC,-6.43,Transport
DEBIT,03/15/2025,TST* SAFEWAY,-124.23,Grocery
DEBIT,03/15/2025,TRADER JOES.COM,-23.23,Grocery
DEBIT,03/16/2025,PAYPAL *JOE'S CAFE OAKLAND CA,-57.84,Dining
DEBIT,03/16/2025,CALTRAIN.COM,-31.77,Transport
DEBIT,03/16/2025,SEPHORA BEAUTY,-50.26,Shopping
DEBIT,03/16/2025,SQ *SICHUAN KITCHEN,-13.63,Dining
DEBIT,03/16/2025,TONY'S PIZZA,-8.18,Dining
DEBIT,03/16/2025,BART STORE 1264,-59.81,Transport
DEBIT,03/16/2025,TICKETMASTER EVENTS,-87.41,Entertainment
DEBIT,03/17/2025,THAI KITCHEN.COM,-5.84,Dining
DEBIT,03/18/2025,THAI KITCHEN LLC,-49.54,Dining
DEBIT,03/18/2025,LULULEMON,-83.35,Shopping
DEBIT,03/18/2025,PARKING METER #88625,-17.32,Transport
DEBIT,03/18/2025,VERVE COFFEE LLC,-22.74,Dining
DEBIT,03/19/2025,PAYPAL *GRUBHUB INC,-31.87,Dining
DEBIT,03/19/2025,TRADER JOES.COM,-114.66,Grocery
DEBIT,03/19/2025,PEETS COFFEE LLC,-7.42,Dining
DEBIT,03/21/2025,THAI KITCHEN,-8.60,Dining
DEBIT,03/21/2025,BERKELEY BOWL MARKET,-34.10,Grocery
DEBIT,03/21/2025,SQ *RAMEN HOUSE LLC,-36.65,Dining
DEBIT,03/21/2025,SAFEWAY LLC,-168.79,Grocery
DEBIT,03/21/2025,PAYPAL *TONY'S PIZZA,-5.07,Dining
DEBIT,03/21/2025,THAI KITCHEN SANTA CLARA CA,-30.53,Dining
DEBIT,03/21/2025,sq *76 gas station llc,-2.34,Transport
DEBIT,03/21/2025,PAYPAL *H MART #90797,-71.16,Grocery
DEBIT,03/21/2025,H MART INC,-113.81,Grocery
DEBIT,03/21/2025,POS DEBIT THAI KITCHEN,-19.12,Dining
DEBIT,03/22/2025,VALVOLINE OIL #74477,-8.62,Transport
DEBIT,03/22/2025,UBER EATS LLC,-13.73,Dining
DEBIT,03/22/2025,POS DEBIT GRUBHUB INC,-8.46,Dining
DEBIT,03/22/2025,PY *99 RANCH MARKET SANTA CLARA CA,-122.97,Grocery
DEBIT,03/22/2025,SUNRISE CAFE,-62.29,Dining
DEBIT,03/23/2025,ETSY SHOP SAN JOSE CA,-16.18,Shopping
DEBIT,03/23/2025,BLAZE PIZZA LLC,-12.01,Dining
DEBIT,03/23/2025,POS DEBIT ETSY SHOP STORE 83480,-77.05,Shopping
DEBIT,03/23/2025,SQ *CHIPOTLE LLC,-49.95,Dining
DEBIT,03/23/2025,TST* ENTERPRISE RENT A CAR,-1072.74,Travel
DEBIT,03/24/2025,SMART FINAL FOODS PALO ALTO CA,-20.56,Grocery
DEBIT,03/24/2025,KAISER PERMANENTE #56221,-168.37,Healthcare
DEBIT,03/24/2025,HOME DEPOT #85212,-34.44,Shopping
DEBIT,03/24/2025,SICHUAN KITCHEN,-22.00,Dining
DEBIT,03/24/2025,CKCD UBER EATS OAKLAND CA,-9.31,Dining
DEBIT,03/24/2025,LYFT RIDE,-11.11,Transport
DEBIT,03/25/2025,POS DEBIT TONY'S PIZZA INC,-37.83,Dining
DEBIT,03/25/2025,CKCD GRUBHUB STORE 74955,-22.86,Dining
DEBIT,03/25/2025,IKEA HOME,-277.02,Shopping
DEBIT,03/26/2025,SHAKE SHACK,-9.03,Dining
DEBIT,03/26/2025,POS DEBIT SWEETGREEN SALADS INC,-22.21,Dining
DEBIT,03/26/2025,SQ *SAFEWAY INC,-66.27,Grocery
DEBIT,03/26/2025,CKCD JOE'S CAFE SUNNYVALE CA,-31.42,Dining
DEBIT,03/26/2025,NIKE #38877,-95.73,Shopping
DEBIT,03/26/2025,FOODS CO STORE 86851,-158.92,Grocery
DEBIT,03/27/2025,lyft ride,-2.14,Transport
DEBIT,03/27/2025,SHELL GAS #11278,-26.49,Transport
DEBIT,03/27/2025,POS DEBIT SPROUTS FARMERS MARKET.COM,-207.04,Grocery
DEBIT,03/27/2025,RAMEN HOUSE #9137,-5.88,Dining
DEBIT,03/27/2025,PY *NIJIYA MARKET,-48.09,Grocery
DEBIT,03/28/2025,CKCD DOORDASH,-9.23,Dining
DEBIT,03/28/2025,TST* COSTCO,-166.83,Shopping
DEBIT,03/28/2025,VENMO TRANSFER STORE 35908,-801.78,Transfer
DEBIT,03/28/2025,PLAYSTATION STORE.COM,-86.30,Entertainment
DEBIT,03/28/2025,AMAZON.COM,-403.83,Shopping
DEBIT,03/28/2025,CKCD PARKING METER,-25.02,Transport
DEBIT,03/28/2025,PANDA EXPRESS.COM,-59.40,Dining
DEBIT,03/28/2025,H MART INC,-39.45,Grocery
DEBIT,03/29/2025,POS DEBIT SAFEWAY INC,-42.18,Grocery
DEBIT,03/29/2025,PY *SUTTER HEALTH STORE 42221,-15.15,Healthcare
DEBIT,03/29/2025,POS DEBIT UNIQLO,-19.56,Shopping
DEBIT,03/29/2025,BERKELEY BOWL MARKET LLC,-31.24,Grocery
DEBIT,03/29/2025,SQ *LUCKY SUPERMARKET #71108,-66.83,Grocery
DEBIT,03/29/2025,SQ *WAYFAIR HOME,-18.47,Shopping
DEBIT,03/30/2025,paypal *rei outdoor #19221,-386.98,Shopping
DEBIT,03/30/2025,DAVE AND BUSTERS INC,-70.06,Entertainment
CREDIT,03/30/2025,WIRE TRANSFER.COM,358.67,Transfer
DEBIT,03/30/2025,OLD NAVY INC,-152.32,Shopping
DEBIT,03/30/2025,TST* WHOLE FOODS MARKET,-182.74,Grocery
DEBIT,03/31/2025,POS DEBIT BART LLC,-74.04,Transport
DEBIT,03/31/2025,POS DEBIT SPPLUS PARKING LLC,-2.68,Transport
DEBIT,03/31/2025,SPROUTS FARMERS MARKET LLC,-40.06,Grocery
DEBIT,03/31/2025,REI OUTDOOR STORE 21114,-26.96,Shopping
DEBIT,03/31/2025,PAYPAL *BAYVIEW GRILL INC,-7.53,Dining
DEBIT,03/31/2025,PY *PLAYSTATION STORE LLC,-86.15,Entertainment
DEBIT,03/31/2025,BLAZE PIZZA STORE 10942,-10.69,Dining
DEBIT,03/31/2025,SUNRISE CAFE,-31.96,Dining
DEBIT,04/01/2025,IKEA HOME,-232.47,Shopping
DEBIT,04/01/2025,AC TRANSIT STORE 92351,-15.03,Transport
DEBIT,04/01/2025,uber eats store 41198,-43.44,Dining
DEBIT,04/01/2025,CKCD JOE'S CAFE,-45.27,Dining
DEBIT,04/01/2025,chipotle inc,-58.29,Dining
DEBIT,04/02/2025,PAYPAL *SHAKE SHACK SAN FRANCISCO CA,-9.54,Dining
DEBIT,04/02/2025,76 gas station store 97224,-27.21,Transport
DEBIT,04/02/2025,pos debit at&t wireless inc,-39.35,Utilities
DEBIT,04/02/2025,sq *nordstrom,-174.53,Shopping
DEBIT,04/02/2025,VERVE COFFEE,-42.83,Dining
DEBIT,04/02/2025,VALVOLINE OIL INC,-73.46,Transport
DEBIT,04/02/2025,CKCD UNIQLO,-16.89,Shopping
DEBIT,04/02/2025,NYTIMES DIGITAL SAN FRANCISCO CA,-14.94,Subscription
DEBIT,04/02/2025,SOUTHWEST AIRLINES STORE 41379,-1280.07,Travel
DEBIT,04/02/2025,TST* YOUTUBE PREMIUM,-6.52,Subscription
DEBIT,04/02/2025,TST* WIRE TRANSFER LLC,-560.23,Transfer
DEBIT,04/02/2025,CKCD WALGREENS PHARMACY,-157.75,Healthcare
DEBIT,04/02/2025,GRUBHUB.COM,-9.72,Dining
DEBIT,04/02/2025,CKCD HOME DEPOT,-85.72,Shopping
DEBIT,04/03/2025,FIVE GUYS BURGERS,-5.22,Dining
DEBIT,04/03/2025,SQ *76 GAS STATION #65531,-34.08,Transport
DEBIT,04/03/2025,HULU OAKLAND CA,-8.29,Subscription
DEBIT,04/03/2025,PAYPAL *AMC THEATRES #5344,-26.05,Entertainment
DEBIT,04/03/2025,DELTA AIR LINES INC,-495.66,Travel
DEBIT,04/03/2025,RECOLOGY WASTE INC,-95.29,Utilities
DEBIT,04/03/2025,green valley grocery #91830,-18.00,Grocery
DEBIT,04/03/2025,CKCD EQUITY RESIDENTIAL RENT LLC,-2259.43,Housing
DEBIT,04/03/2025,OLD NAVY,-105.21,Shopping
DEBIT,04/03/2025,ADOBE CREATIVE #20676,-6.03,Subscription
DEBIT,04/03/2025,AMAZON STORE 79178,-15.13,Shopping
DEBIT,04/03/2025,OLD NAVY STORE 12795,-365.47,Shopping
DEBIT,04/04/2025,GREEN VALLEY GROCERY LLC,-86.35,Grocery
DEBIT,04/04/2025,DISNEY PLUS LLC,-26.29,Subscription
DEBIT,04/04/2025,TARGET #92516,-15.06,Shopping
DEBIT,04/04/2025,CKCD ETSY SHOP LLC,-369.13,Shopping
DEBIT,04/04/2025,AMAZON PRIME MEMBERSHIP.COM,-5.30,Subscription
DEBIT,04/04/2025,CKCD GITHUB #63552,-5.24,Subscription
DEBIT,04/04/2025,CKCD SHELL GAS INC,-5.36,Transport
DEBIT,04/04/2025,CHEVRON GAS.COM,-52.43,Transport
DEBIT,04/05/2025,sq *lucky supermarket #43725,-18.00,Grocery
DEBIT,04/05/2025,paypal *shake shack inc,-10.11,Dining
DEBIT,04/05/2025,icloud storage #74646,-19.42,Subscription
DEBIT,04/05/2025,VERIZON WIRELESS MOUNTAIN VIEW CA,-142.76,Utilities
DEBIT,04/05/2025,CKCD OPENAI CHATGPT.COM,-28.96,Subscription
DEBIT,04/05/2025,POS DEBIT T-MOBILE WIRELESS LLC,-82.91,Utilities
DEBIT,04/05/2025,PAYPAL *DOORDASH,-15.97,Dining
DEBIT,04/05/2025,PHILZ COFFEE #23069,-7.93,Dining
DEBIT,04/05/2025,LENSCRAFTERS VISION INC,-76.45,Healthcare
DEBIT,04/05/2025,SQ *PG&E PAYMENT,-63.45,Utilities
DEBIT,04/06/2025,NETFLIX,-10.61,Subscription
DEBIT,04/06/2025,SPROUTS FARMERS MARKET LLC,-19.65,Grocery
DEBIT,04/06/2025,CKCD MOLLIE STONES MARKET,-69.26,Grocery
DEBIT,04/06/2025,GOLDEN GATE GRILL,-48.44,Dining
DEBIT,04/06/2025,STUBHUB TICKETS STORE 49144,-42.62,Entertainment
DEBIT,04/06/2025,BEST BUY,-26.62,Shopping
DEBIT,04/06/2025,TST* UNIQLO INC,-79.93,Shopping
DEBIT,04/06/2025,CENTURY THEATRES,-50.02,Entertainment
DEBIT,04/06/2025,JOE'S CAFE OAKLAND CA,-15.40,Dining
DEBIT,04/06/2025,SPOTIFY.COM,-8.78,Subscription
DEBIT,04/07/2025,WHOLE FOODS MARKET STORE 14252,-18.43,Grocery
DEBIT,04/07/2025,PAYPAL *HILTON HOTELS #71140,-622.41,Travel
DEBIT,04/07/2025,STUBHUB TICKETS DALY CITY CA,-47.42,Entertainment
DEBIT,04/07/2025,BART #94470,-53.53,Transport
DEBIT,04/07/2025,H AND M SUNNYVALE CA,-314.59,Shopping
DEBIT,04/07/2025,TARGET #59501,-141.53,Grocery
DEBIT,04/07/2025,STARBUCKS,-42.57,Dining
DEBIT,04/08/2025,WIRE TRANSFER,-575.97,Transfer
DEBIT,04/09/2025,PEETS COFFEE.COM,-29.77,Dining
DEBIT,04/09/2025,BERKELEY BOWL MARKET INC,-31.33,Grocery
DEBIT,04/09/2025,EXPEDIA TRAVEL,-392.54,Travel
DEBIT,04/09/2025,PY *SUNRISE CAFE INC,-9.96,Dining
DEBIT,04/09/2025,SMART FINAL FOODS INC,-135.94,Grocery
DEBIT,04/10/2025,PAYPAL *SPROUTS FARMERS MARKET INC,-23.81,Grocery
DEBIT,04/10/2025,POS DEBIT HOME DEPOT,-392.94,Shopping
DEBIT,04/10/2025,CKCD TAQUERIA EL SOL,-8.86,Dining
DEBIT,04/10/2025,SAFEWAY PALO ALTO CA,-65.28,Grocery
DEBIT,04/10/2025,LENSCRAFTERS VISION FREMONT CA,-302.75,Healthcare
DEBIT,04/10/2025,BAYVIEW GRILL LLC,-15.15,Dining
DEBIT,04/10/2025,TST* TONY'S PIZZA,-5.67,Dining
DEBIT,04/10/2025,UBER EATS OAKLAND CA,-59.62,Dining
DEBIT,04/10/2025,BEST BUY,-50.27,Shopping
DEBIT,04/11/2025,TST* IKEA HOME,-332.79,Shopping
DEBIT,04/11/2025,five guys burgers,-20.12,Dining
DEBIT,04/11/2025,GREEN VALLEY GROCERY,-119.61,Grocery
DEBIT,04/11/2025,VENMO TRANSFER INC,-1669.09,Transfer
DEBIT,04/11/2025,tst* etsy shop inc,-196.53,Shopping
DEBIT,04/12/2025,BAY AREA DENTAL,-15.00,Healthcare
DEBIT,04/12/2025,RAMEN HOUSE.COM,-53.53,Dining
DEBIT,04/12/2025,CORNER CAFE,-31.28,Dining
DEBIT,04/12/2025,GOLDEN GATE GRILL MOUNTAIN VIEW CA,-5.80,Dining
DEBIT,04/12/2025,POS DEBIT UBER TRIP LLC,-18.66,Transport
DEBIT,04/12/2025,ALASKA AIRLINES #59446,-569.54,Travel
DEBIT,04/13/2025,FOODS CO STORE 40552,-40.79,Grocery
DEBIT,04/13/2025,ARCO GAS,-22.24,Transport
DEBIT,04/13/2025,H MART.COM,-57.89,Grocery
DEBIT,04/13/2025,CORNER CAFE DALY CITY CA,-5.00,Dining
DEBIT,04/13/2025,TRADER JOES INC,-37.58,Grocery
DEBIT,04/13/2025,SQ *PARKING METER,-2.02,Transport
DEBIT,04/13/2025,PEETS COFFEE.COM,-23.37,Dining
DEBIT,04/14/2025,ARCO GAS STORE 77515,-62.92,Transport
DEBIT,04/14/2025,SQ *SUTTER HEALTH STORE 24004,-28.63,Healthcare
DEBIT,04/14/2025,pos debit shake shack,-25.70,Dining
DEBIT,04/15/2025,76 GAS STATION,-46.93,Transport
DEBIT,04/15/2025,PY *CENTURY THEATRES STORE 56216,-89.88,Entertainment
DEBIT,04/15/2025,VERVE COFFEE,-5.16,Dining
DEBIT,04/15/2025,ROUND TABLE PIZZA PALO ALTO CA,-16.12,Dining
DEBIT,04/15/2025,HOME DEPOT STORE 57323,-35.04,Shopping
DEBIT,04/16/2025,GOLDEN GATE GRILL #83425,-14.62,Dining
DEBIT,04/16/2025,TRADER JOES,-150.49,Grocery
DEBIT,04/16/2025,PY *PHILZ COFFEE,-24.52,Dining
DEBIT,04/16/2025,ROUND TABLE PIZZA,-39.62,Dining
DEBIT,04/16/2025,UBER EATS,-15.47,Dining
DEBIT,04/16/2025,SWEETGREEN SALADS #41841,-5.10,Dining
DEBIT,04/16/2025,BEST BUY LLC,-398.56,Shopping
DEBIT,04/16/2025,PY *SHAKE SHACK SAN JOSE CA,-41.81,Dining
DEBIT,04/16/2025,PY *TONY'S PIZZA STORE 88768,-17.15,Dining
DEBIT,04/16/2025,WALGREENS PHARMACY.COM,-349.49,Healthcare
DEBIT,04/17/2025,APPLE STORE #67520,-114.62,Shopping
DEBIT,04/17/2025,UNIQLO LLC,-419.50,Shopping
DEBIT,04/17/2025,TST* TARGET LLC,-23.97,Shopping
DEBIT,04/17/2025,BLAZE PIZZA,-5.05,Dining
DEBIT,04/17/2025,SHAKE SHACK,-7.45,Dining
DEBIT,04/17/2025,TST* LULULEMON.COM,-313.83,Shopping
DEBIT,04/17/2025,SQ *CORNER CAFE LLC,-13.54,Dining
DEBIT,04/18/2025,PAYPAL *FIVE GUYS BURGERS.COM,-48.71,Dining
DEBIT,04/18/2025,RAMEN HOUSE #39615,-5.07,Dining
DEBIT,04/18/2025,MACYS INC,-21.25,Shopping
DEBIT,04/18/2025,POS DEBIT SPROUTS FARMERS MARKET,-81.67,Grocery
DEBIT,04/18/2025,ckcd tony's pizza.com,-46.81,Dining
DEBIT,04/18/2025,CORNER CAFE,-5.71,Dining
DEBIT,04/18/2025,tst* cash app store 15552,-46.63,Transfer
DEBIT,04/18/2025,SUSHI HOUSE SUNNYVALE CA,-18.99,Dining
DEBIT,04/18/2025,in-n-out burger,-37.83,Dining
DEBIT,04/19/2025,FIVE GUYS BURGERS LLC,-58.10,Dining
DEBIT,04/19/2025,PAYPAL *BART,-3.15,Transport
DEBIT,04/19/2025,STARBUCKS.COM,-35.78,Dining
DEBIT,04/20/2025,CKCD NIJIYA MARKET #7232,-30.35,Grocery
DEBIT,04/20/2025,PY *LYFT RIDE.COM,-23.58,Transport
DEBIT,04/20/2025,CVS PHARMACY LLC,-308.99,Healthcare
DEBIT,04/20/2025,THAI KITCHEN INC,-6.66,Dining
DEBIT,04/20/2025,AMC THEATRES SAN JOSE CA,-8.67,Entertainment
DEBIT,04/20/2025,SUSHI HOUSE #15176,-41.63,Dining
DEBIT,04/20/2025,99 RANCH MARKET DALY CITY CA,-217.18,Grocery
DEBIT,04/20/2025,SUNRISE CAFE #54000,-7.87,Dining
DEBIT,04/20/2025,IN-N-OUT BURGER SUNNYVALE CA,-39.08,Dining
DEBIT,04/21/2025,CKCD ENTERPRISE RENT A CAR,-882.19,Travel
DEBIT,04/21/2025,uber trip store 77789,-70.76,Transport
DEBIT,04/21/2025,STARBUCKS SAN JOSE CA,-29.78,Dining
DEBIT,04/21/2025,99 RANCH MARKET INC,-98.09,Grocery
DEBIT,04/21/2025,BERKELEY BOWL MARKET MOUNTAIN VIEW CA,-169.31,Grocery
DEBIT,04/22/2025,BAYVIEW GRILL STORE 57152,-26.67,Dining
DEBIT,04/22/2025,ckcd chipotle store 48312,-5.86,Dining
CREDIT,04/22/2025,CKCD WIRE TRANSFER OAKLAND CA,1648.25,Transfer
DEBIT,04/22/2025,PY *PARKING METER STORE 7749,-15.95,Transport
DEBIT,04/22/2025,PY *CHIPOTLE,-64.10,Dining
DEBIT,04/22/2025,ckcd green valley grocery llc,-43.95,Grocery
DEBIT,04/22/2025,APPLE STORE INC,-217.39,Shopping
DEBIT,04/23/2025,GRUBHUB LLC,-9.23,Dining
DEBIT,04/23/2025,SQ *CHEVRON GAS,-7.08,Transport
DEBIT,04/23/2025,SAFEWAY,-78.72,Grocery
DEBIT,04/23/2025,ckcd regal cinemas inc,-19.61,Entertainment
DEBIT,04/23/2025,ARCO GAS,-41.38,Transport
DEBIT,04/23/2025,POS DEBIT CHIPOTLE BERKELEY CA,-12.62,Dining
DEBIT,04/23/2025,BERKELEY BOWL MARKET INC,-22.76,Grocery
DEBIT,04/23/2025,CALTRAIN,-50.81,Transport
DEBIT,04/23/2025,ZELLE TRANSFER LLC,-43.89,Transfer
DEBIT,04/24/2025,TST* UBER TRIP INC,-41.01,Transport
DEBIT,04/24/2025,WAYFAIR HOME,-104.94,Shopping
DEBIT,04/24/2025,SUNRISE CAFE #37522,-29.58,Dining
DEBIT,04/24/2025,REGAL CINEMAS STORE 55525,-27.85,Entertainment
DEBIT,04/24/2025,PAYPAL *REGAL CINEMAS,-8.00,Entertainment
DEBIT,04/24/2025,UBER EATS INC,-35.49,Dining
DEBIT,04/24/2025,CVS PHARMACY INC,-305.91,Healthcare
CREDIT,04/24/2025,CKCD ONLINE TRANSFER,1260.63,Transfer
DEBIT,04/25/2025,UBER TRIP,-17.76,Transport
DEBIT,04/25/2025,TST* H AND M,-127.34,Shopping
DEBIT,04/25/2025,hertz rental,-1015.21,Travel
DEBIT,04/25/2025,TST* BLAZE PIZZA,-5.00,Dining
DEBIT,04/25/2025,ONLINE TRANSFER STORE 83299,-796.71,Transfer
DEBIT,04/25/2025,WIRE TRANSFER INC,-1739.95,Transfer
DEBIT,04/26/2025,H MART,-24.84,Grocery
DEBIT,04/26/2025,SQ *SHAKE SHACK.COM,-19.60,Dining
DEBIT,04/27/2025,BLUE BOTTLE COFFEE PALO ALTO CA,-57.07,Dining
DEBIT,04/27/2025,ROUND TABLE PIZZA LLC,-64.39,Dining
DEBIT,04/27/2025,SQ *WALGREENS PHARMACY STORE 75192,-290.01,Healthcare
DEBIT,04/27/2025,LYFT RIDE LLC,-14.68,Transport
DEBIT,04/27/2025,STARBUCKS LLC,-36.79,Dining
DEBIT,04/28/2025,BEST BUY,-152.02,Shopping
DEBIT,04/28/2025,SMART FINAL FOODS,-150.31,Grocery
DEBIT,04/28/2025,SAFEWAY INC,-29.13,Grocery
DEBIT,04/28/2025,HILTON HOTELS,-1221.50,Travel
DEBIT,04/28/2025,PAYPAL *ROUND TABLE PIZZA,-46.04,Dining
DEBIT,04/29/2025,TRADER JOES LLC,-175.30,Grocery
DEBIT,04/29/2025,topgolf llc,-38.85,Entertainment
DEBIT,04/29/2025,TOPGOLF STORE 66316,-73.73,Entertainment
DEBIT,04/29/2025,QUEST DIAGNOSTICS LAB,-24.05,Healthcare
DEBIT,04/29/2025,GRUBHUB,-11.83,Dining
DEBIT,04/30/2025,FOODS CO STORE 66762,-72.42,Grocery
DEBIT,04/30/2025,PEETS COFFEE,-5.41,Dining
DEBIT,04/30/2025,LULULEMON,-139.73,Shopping
DEBIT,04/30/2025,TONY'S PIZZA SAN FRANCISCO CA,-56.44,Dining
DEBIT,04/30/2025,PARKING METER LLC,-7.76,Transport
DEBIT,04/30/2025,SQ *CALTRAIN INC,-29.12,Transport
DEBIT,04/30/2025,TST* TRADER JOES,-18.21,Grocery
DEBIT,05/01/2025,REGAL CINEMAS #53544,-40.60,Entertainment
DEBIT,05/01/2025,py *nijiya market.com,-19.71,Grocery
DEBIT,05/01/2025,STARBUCKS,-25.57,Dining
DEBIT,05/01/2025,CKCD LUCKY SUPERMARKET.COM,-42.92,Grocery
DEBIT,05/02/2025,COSTCO,-93.12,Grocery
DEBIT,05/02/2025,IN-N-OUT BURGER #67112,-37.36,Dining
DEBIT,05/02/2025,GRUBHUB INC,-59.72,Dining
